loss,tp,fp,tn,fn,accuracy,precision,recall,auc,prc,val_loss,val_tp,val_fp,val_tn,val_fn,val_accuracy,val_precision,val_recall,val_auc,val_prc
0.1291487067937851,2946.0,149.0,3077.0,152.0,0.9524035453796387,0.95185786485672,0.9509360790252686,0.9891143441200256,0.9884006977081299,0.6351810097694397,282.0,79.0,356.0,74.0,0.8065739274024963,0.7811634540557861,0.7921348214149475,0.8824520111083984,0.8412920832633972
0.09019604325294495,3000.0,107.0,3119.0,98.0,0.9675838351249695,0.9655616283416748,0.9683666825294495,0.9944865107536316,0.9940289258956909,0.7507634162902832,284.0,65.0,370.0,72.0,0.8268015384674072,0.813753604888916,0.7977527976036072,0.8829911351203918,0.8508767485618591
0.04546498507261276,3053.0,45.0,3181.0,45.0,0.9857684969902039,0.9854745268821716,0.9854745268821716,0.9977608919143677,0.9979700446128845,0.8729129433631897,256.0,41.0,394.0,100.0,0.8217446208000183,0.8619528412818909,0.7191011309623718,0.8824002742767334,0.8619569540023804
0.01959528774023056,3083.0,15.0,3211.0,15.0,0.9952561855316162,0.9951581954956055,0.9951581954956055,0.9994908571243286,0.9996278882026672,0.9697093367576599,269.0,50.0,385.0,87.0,0.8268015384674072,0.8432601690292358,0.7556179761886597,0.8710254430770874,0.8390816450119019
0.009019116871058941,3092.0,3.0,3223.0,6.0,0.9985768795013428,0.9990307092666626,0.9980632662773132,0.999617338180542,0.999747097492218,0.9444660544395447,278.0,58.0,377.0,78.0,0.8280657529830933,0.8273809552192688,0.7808988690376282,0.8806115388870239,0.8572038412094116
0.005168727599084377,3095.0,3.0,3223.0,3.0,0.9990512132644653,0.999031662940979,0.999031662940979,0.9996557235717773,0.9997833371162415,0.936590850353241,277.0,60.0,375.0,79.0,0.8242730498313904,0.8219584822654724,0.7780898809432983,0.881412148475647,0.8473653197288513
0.0027929574716836214,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.999992311000824,0.9999920725822449,0.9820095300674438,269.0,51.0,384.0,87.0,0.8255373239517212,0.840624988079071,0.7556179761886597,0.880902111530304,0.8493505716323853
0.0018730954034253955,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0065269470214844,268.0,53.0,382.0,88.0,0.8217446208000183,0.8348909616470337,0.7528089880943298,0.8803758025169373,0.8485578894615173
0.0014860947849228978,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0233936309814453,269.0,53.0,382.0,87.0,0.8230088353157043,0.8354037404060364,0.7556179761886597,0.8780351281166077,0.8459089398384094
0.001306056627072394,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0356667041778564,269.0,54.0,381.0,87.0,0.8217446208000183,0.8328173160552979,0.7556179761886597,0.8800207376480103,0.8456867933273315
0.0012229839339852333,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999995827674866,0.9999995827674866,1.0478789806365967,270.0,52.0,383.0,86.0,0.8255373239517212,0.8385093212127686,0.7584269642829895,0.876685380935669,0.8423361778259277
0.0011730307014659047,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0545789003372192,272.0,55.0,380.0,84.0,0.8242730498313904,0.8318042755126953,0.7640449404716492,0.8786064386367798,0.8432456254959106
0.0011235990095883608,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0624589920043945,272.0,53.0,382.0,84.0,0.8268015384674072,0.8369230628013611,0.7640449404716492,0.8764658570289612,0.8423808813095093
0.001086442731320858,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0667754411697388,272.0,55.0,380.0,84.0,0.8242730498313904,0.8318042755126953,0.7640449404716492,0.8785709738731384,0.844308078289032
0.0010649674804881215,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0734260082244873,272.0,53.0,382.0,84.0,0.8268015384674072,0.8369230628013611,0.7640449404716492,0.8761590719223022,0.843203067779541
0.001038742600940168,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.073840618133545,272.0,56.0,379.0,84.0,0.8230088353157043,0.8292682766914368,0.7640449404716492,0.8801562190055847,0.8437232375144958
0.0009858185658231378,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0812777280807495,272.0,55.0,380.0,84.0,0.8242730498313904,0.8318042755126953,0.7640449404716492,0.8793814182281494,0.8435665369033813
0.000983238685876131,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0851572751998901,272.0,56.0,379.0,84.0,0.8230088353157043,0.8292682766914368,0.7640449404716492,0.8793973922729492,0.843998908996582
0.0009559814934618771,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.087172031402588,274.0,58.0,377.0,82.0,0.8230088353157043,0.8253012299537659,0.7696629166603088,0.8795363306999207,0.8423439264297485
0.0009251513401977718,3096.0,2.0,3224.0,2.0,0.9993674755096436,0.9993544220924377,0.9993544220924377,0.9999996423721313,0.9999995827674866,1.0920522212982178,274.0,57.0,378.0,82.0,0.8242730498313904,0.8277945518493652,0.7696629166603088,0.8786646127700806,0.8419451713562012
