loss,tp,fp,tn,fn,accuracy,precision,recall,auc,prc,val_loss,val_tp,val_fp,val_tn,val_fn,val_accuracy,val_precision,val_recall,val_auc,val_prc
0.5584948062896729,2028.0,731.0,2292.0,931.0,0.7221664786338806,0.7350489497184753,0.685366690158844,0.7872662544250488,0.7824769616127014,0.5170075297355652,680.0,196.0,796.0,322.0,0.7402206659317017,0.77625572681427,0.6786426901817322,0.8221006989479065,0.8327348828315735
0.5235351324081421,2157.0,728.0,2295.0,802.0,0.744232714176178,0.7476603388786316,0.7289624810218811,0.8180271983146667,0.812214732170105,0.5081907510757446,665.0,172.0,820.0,337.0,0.7447342276573181,0.7945041656494141,0.6636726260185242,0.8314187526702881,0.8385509848594666
0.5045943260192871,2174.0,690.0,2333.0,785.0,0.7534269690513611,0.7590782046318054,0.7347076535224915,0.8317102193832397,0.8275755643844604,0.5086298584938049,794.0,297.0,695.0,208.0,0.7467402219772339,0.7277727127075195,0.7924151420593262,0.8345994353294373,0.8381920456886292
0.48805510997772217,2249.0,687.0,2336.0,710.0,0.7664660811424255,0.766008198261261,0.7600540518760681,0.8446018695831299,0.839687705039978,0.49165767431259155,791.0,274.0,718.0,211.0,0.7567703127861023,0.7427229881286621,0.7894211411476135,0.8468631505966187,0.8544269800186157
0.47371289134025574,2285.0,684.0,2339.0,674.0,0.7729856371879578,0.7696194052696228,0.7722203731536865,0.8533193469047546,0.8505285978317261,0.48689258098602295,768.0,231.0,761.0,234.0,0.7668004035949707,0.7687687873840332,0.7664670944213867,0.8485729694366455,0.8514000177383423
0.45795735716819763,2301.0,642.0,2381.0,658.0,0.782681405544281,0.7818552255630493,0.7776275873184204,0.8644771575927734,0.8613914251327515,0.5163713693618774,694.0,177.0,815.0,308.0,0.7567703127861023,0.796785295009613,0.6926147937774658,0.8433747291564941,0.8524122834205627
0.4440811574459076,2304.0,605.0,2418.0,655.0,0.7893680930137634,0.7920247316360474,0.7786414623260498,0.8724250793457031,0.8707950711250305,0.5138742923736572,737.0,201.0,791.0,265.0,0.7662988901138306,0.7857142686843872,0.7355289459228516,0.8494406938552856,0.8464056253433228
0.4328187108039856,2329.0,610.0,2413.0,630.0,0.7927114963531494,0.7924464344978333,0.7870902419090271,0.8792205452919006,0.8765509128570557,0.5264153480529785,856.0,325.0,667.0,146.0,0.7637913823127747,0.724809467792511,0.8542914390563965,0.8511645793914795,0.8484089374542236
0.4217795729637146,2379.0,609.0,2414.0,580.0,0.8012370467185974,0.7961847186088562,0.8039878606796265,0.8864719271659851,0.8820582628250122,0.5261240005493164,721.0,193.0,799.0,281.0,0.7622868418693542,0.7888402342796326,0.7195608615875244,0.8508491516113281,0.8489420413970947
0.4117600619792938,2367.0,583.0,2440.0,592.0,0.8035774230957031,0.8023728728294373,0.7999324202537537,0.891464114189148,0.8895773887634277,0.5325738787651062,704.0,183.0,809.0,298.0,0.7587763071060181,0.79368656873703,0.7025948166847229,0.8464562892913818,0.839846134185791
